,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
85052,85052,a388,b2800,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85053,85053,a389,b2800,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85054,85054,a1926,b2800,charlie faye & the fayettes,charlie faye & the fayettes,Jun 10 2016,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85056,85056,a1105,b2800,the courtneys ii,the courtneys,Feb 17 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85073,85073,a582,b2800,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85087,85087,a947,b2800,the ghost of hope,the residents,Mar 24 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85103,85103,a421,b2800,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85107,85107,a994,b2800,the navigator,hurray for the riff raff,Mar 10 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85119,85119,a506,b2800,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
85126,85126,a626,b2803,pretty girls like trap music,2 chainz,Jun 16 2017,pretty girls like trap music,2 chainz,Jun 16 2017
85128,85128,a617,b2804,other,alison moyet,Jun 16 2017,other,alison moyet,Jun 16 2017
85130,85130,a602,b2806,fake sugar,beth ditto,Jun 16 2017,fake sugar,beth ditto,Jun 16 2017
85136,85136,a616,b2807,boomiverse,big boi,Jun 16 2017,boomiverse,big boi,Jun 16 2017
85149,85149,a618,b2809,we're all alright!,cheap trick,Jun 16 2017,we're all alright!,cheap trick,Jun 16 2017
85150,85150,a612,b2811,iteration,com truise,Jun 16 2017,iteration,com truise,Jun 16 2017
85214,85214,a614,b2812,abysmal thoughts,the drums,Jun 16 2017,abysmal thoughts,the drums,Jun 16 2017
85461,85461,a601,b2813,crack-up,fleet foxes,Jun 16 2017,crack-up,fleet foxes,Jun 16 2017
85464,85464,a680,b2814,the guillotine,hey colossus,Jun 2 2017,from the outside,hey violet,Jun 16 2017
85479,85479,a534,b2817,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85492,85492,a557,b2817,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85493,85493,a558,b2817,the nothing,the last dinosaur,Jul 7 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85497,85497,a53,b2817,the way is read,the staves,Dec 1 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85509,85509,a582,b2817,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85516,85516,a697,b2817,the amazons,the amazons,May 26 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85528,85528,a609,b2817,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85539,85539,a111,b2817,the animal spirits,james holden & the animal spirits,Nov 3 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85543,85543,a1880,b2817,life in the dark,the felice brothers,Jun 24 2016,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85550,85550,a637,b2817,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85563,85563,a149,b2817,the  canyon,the used,Oct 27 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85569,85569,a156,b2817,the queen is dead [deluxe edition),the smiths,Oct 20 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85581,85581,a182,b2817,the endless shimmering,and so i watch you from afar,Oct 20 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85582,85582,a696,b2817,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85583,85583,a185,b2817,the wasted years [box set],the jazz butcher,Oct 20 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85594,85594,a202,b2817,queens of the breakers,the barr brothers,Oct 13 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85601,85601,a213,b2817,the wild,the rural alberta advantage,Oct 13 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85602,85602,a726,b2817,the king & i,faith evans and the notorious b.i.g.,May 19 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85605,85605,a2777,b2817,the color before the sun,coheed and cambria,Oct 16 2015,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85609,85609,a1147,b2817,after the party,the menzingers,Feb 3 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85614,85614,a227,b2817,the weather station,the weather station,Oct 6 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85642,85642,a786,b2817,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85647,85647,a283,b2817,music for the age of miracles,the clientele,Sep 22 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85677,85677,a331,b2817,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85685,85685,a1879,b2817,the mystery lights,the mystery lights,Jun 24 2016,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85692,85692,a1937,b2817,fitz and the tantrums,fitz & the tantrums,Jun 10 2016,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85701,85701,a2775,b2817,under the same sky,basic soul unit,Oct 16 2015,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85706,85706,a1258,b2817,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85707,85707,a890,b2817,love in the 4th dimension,the big moon,Apr 7 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85709,85709,a382,b2817,the surfing magazines,the surfing magazines,Sep 8 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85712,85712,a388,b2817,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85713,85713,a389,b2817,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85714,85714,a1926,b2817,charlie faye & the fayettes,charlie faye & the fayettes,Jun 10 2016,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85716,85716,a1105,b2817,the courtneys ii,the courtneys,Feb 17 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85726,85726,a2799,b2817,the documentary 2.5,the game,Oct 16 2015,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85742,85742,a428,b2817,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85747,85747,a947,b2817,the ghost of hope,the residents,Mar 24 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85763,85763,a421,b2817,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85767,85767,a994,b2817,the navigator,hurray for the riff raff,Mar 10 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85772,85772,a2814,b2817,christine and the queens,christine and the queens,Oct 16 2015,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85779,85779,a506,b2817,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
85794,85794,a613,b2820,melodrama,lorde,Jun 16 2017,melodrama,lorde,Jun 16 2017
85850,85850,a600,b2822,woodstock,portugal. the man,Jun 16 2017,woodstock,portugal. the man,Jun 16 2017
86432,86432,a605,b2824,weather diaries,ride,Jun 16 2017,weather diaries,ride,Jun 16 2017
86433,86433,a610,b2825,how did we get so dark?,royal blood,Jun 16 2017,how did we get so dark?,royal blood,Jun 16 2017
86454,86454,a627,b2828,beautiful thugger girls,young thug,Jun 16 2017,beautiful thugger girls,young thug,Jun 16 2017
86461,86461,a581,b2832,the underside of power,algiers,Jun 23 2017,the underside of power,algiers,Jun 23 2017
86800,86800,a591,b2836,grateful,dj khaled,Jun 23 2017,grateful,dj khaled,Jun 23 2017
86805,86805,a585,b2840,evolve,imagine dragons,Jun 23 2017,evolve,imagine dragons,Jun 23 2017
86808,86808,a580,b2841,together at last,jeff tweedy,Jun 23 2017,together at last,jeff tweedy,Jun 23 2017
86833,86833,a534,b2843,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86844,86844,a557,b2843,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86845,86845,a558,b2843,the nothing,the last dinosaur,Jul 7 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86849,86849,a53,b2843,the way is read,the staves,Dec 1 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86860,86860,a70,b2843,soul of a woman,sharon jones & the dap-kings,Nov 17 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86863,86863,a74,b2843,ascending a mountain of heavy light,the body,Nov 17 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86866,86866,a697,b2843,the amazons,the amazons,May 26 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86877,86877,a609,b2843,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86887,86887,a111,b2843,the animal spirits,james holden & the animal spirits,Nov 3 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86891,86891,a1880,b2843,life in the dark,the felice brothers,Jun 24 2016,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86894,86894,a632,b2843,best of crime rock,chain & the gang,Jun 16 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86896,86896,a1147,b2843,after the party,the menzingers,Feb 3 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86897,86897,a637,b2843,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86909,86909,a149,b2843,the  canyon,the used,Oct 27 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86915,86915,a156,b2843,the queen is dead [deluxe edition),the smiths,Oct 20 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86924,86924,a201,b2843,the ooz,king krule,Oct 13 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86927,86927,a696,b2843,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86928,86928,a185,b2843,the wasted years [box set],the jazz butcher,Oct 20 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86929,86929,a698,b2843,a  world of masks,the heliocentrics,May 26 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86939,86939,a202,b2843,queens of the breakers,the barr brothers,Oct 13 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86945,86945,a212,b2843,sketches of brunswick east,king gizzard & the lizard wizard,Oct 13 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86946,86946,a213,b2843,the wild,the rural alberta advantage,Oct 13 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86947,86947,a726,b2843,the king & i,faith evans and the notorious b.i.g.,May 19 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86960,86960,a227,b2843,the weather station,the weather station,Oct 6 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86988,86988,a786,b2843,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
86993,86993,a283,b2843,music for the age of miracles,the clientele,Sep 22 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87023,87023,a331,b2843,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87031,87031,a1879,b2843,the mystery lights,the mystery lights,Jun 24 2016,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87039,87039,a1937,b2843,fitz and the tantrums,fitz & the tantrums,Jun 10 2016,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87047,87047,a367,b2843,out of all this blue,the waterboys,Sep 8 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87052,87052,a890,b2843,love in the 4th dimension,the big moon,Apr 7 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87055,87055,a382,b2843,the surfing magazines,the surfing magazines,Sep 8 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87057,87057,a897,b2843,more scared of you than you are of me,the smith street band,Apr 7 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87058,87058,a388,b2843,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87059,87059,a389,b2843,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87060,87060,a1926,b2843,charlie faye & the fayettes,charlie faye & the fayettes,Jun 10 2016,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87062,87062,a1105,b2843,the courtneys ii,the courtneys,Feb 17 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87078,87078,a582,b2843,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87082,87082,a421,b2843,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87087,87087,a428,b2843,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87092,87092,a947,b2843,the ghost of hope,the residents,Mar 24 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87095,87095,a1976,b2843,monolith of phobos,the claypool lennon delirium,Jun 3 2016,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87114,87114,a478,b2843,power of peace,the isley brothers,Jul 28 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87117,87117,a994,b2843,the navigator,hurray for the riff raff,Mar 10 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87130,87130,a506,b2843,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017
87136,87136,a586,b2844,dust,laurel halo,Jun 23 2017,dust,laurel halo,Jun 23 2017
87138,87138,a435,b2847,"the road, vol. 1",unkle,Aug 18 2017,the road pt. 1,unkle,Jun 23 2017
87143,87143,a584,b2849,big fish theory,vince staples,Jun 23 2017,big fish theory,vince staples,Jun 23 2017
87466,87466,a504,b2853,mellow waves,cornelius,Jul 21 2017,mellow waves,cornelius,Jun 28 2017
87511,87511,a578,b2855,1967: sunshine tomorrow,the beach boys,Jun 30 2017,1967 – sunshine tomorrow,the beach boys,Jun 30 2017
87798,87798,a622,b2856,house and land,house and land,Jun 16 2017,b-sides and rarities,beach house,Jun 30 2017
87802,87802,a570,b2856,b-sides and rarities,beach house,Jun 30 2017,b-sides and rarities,beach house,Jun 30 2017
87806,87806,a576,b2857,"funk wav bounces, vol. 1",calvin harris,Jun 30 2017,funk wav bounces vol. 1,calvin harris,Jun 30 2017
87807,87807,a556,b2859,chronology,chronixx,Jul 7 2017,chronology,chronixx,Jun 30 2017
88125,88125,a567,b2862,4:44,jay-z,Jun 30 2017,4:44,jay-z,Jun 30 2017
88127,88127,a573,b2864,lany,lany,Jun 30 2017,lany,lany,Jun 30 2017
88130,88130,a563,b2866,hydrograd,stone sour,Jun 30 2017,hydrograd,stone sour,Jun 30 2017
88132,88132,a569,b2868,tlc,tlc,Jun 30 2017,tlc,tlc,Jun 30 2017
88135,88135,a565,b2869,mister mellow,washed out,Jun 30 2017,mister mellow,washed out,Jun 30 2017
88146,88146,a545,b2872,issa album,21 savage,Jul 7 2017,issa album,21 savage,Jul 7 2017
88149,88149,a547,b2874,hug of thunder,broken social scene,Jul 7 2017,hug of thunder,broken social scene,Jul 7 2017
88151,88151,a548,b2875,something to tell you,haim,Jul 7 2017,something to tell you,haim,Jul 7 2017
88156,88156,a562,b2877,nothing is quick in the desert,public enemy,Jun 30 2017,nothing is quick in the desert,public enemy,Jul 7 2017
88162,88162,a549,b2878,every valley,public service broadcasting,Jul 7 2017,every valley,public service broadcasting,Jul 7 2017
88175,88175,a532,b2882,kaleidoscope ep,coldplay,Jul 14 2017,kaleidoscope,coldplay,Jul 14 2017
88178,88178,a531,b2886,jungle rules,french montana,Jul 14 2017,jungle rules,french montana,Jul 14 2017
88180,88180,a524,b2887,soft sounds from another planet,japanese breakfast,Jul 14 2017,soft sounds from another planet,japanese breakfast,Jul 14 2017
88187,88187,a522,b2890,mura masa,mura masa,Jul 14 2017,mura masa,mura masa,Jul 14 2017
88235,88235,a593,b2891,purple rain [deluxe expanded edition],prince and the revolution,Jun 23 2017,night & day (night edition),the vamps,Jul 14 2017
88285,88285,a156,b2891,the queen is dead [deluxe edition),the smiths,Oct 20 2017,night & day (night edition),the vamps,Jul 14 2017
88301,88301,a700,b2891,sgt. pepper's lonely hearts club band [50th anniversary edition deluxe version],the beatles,May 26 2017,night & day (night edition),the vamps,Jul 14 2017
88447,88447,a930,b2891,brand new day,the mavericks,Mar 31 2017,night & day (night edition),the vamps,Jul 14 2017
88524,88524,a630,b2892,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,punk goes pop vol. 7,various artists,Jul 14 2017
88531,88531,a518,b2893,out in the storm,waxahatchee,Jul 14 2017,out in the storm,waxahatchee,Jul 14 2017
88532,88532,a503,b2894,eucalyptus,avey tare,Jul 21 2017,eucalyptus,avey tare,Jul 21 2017
88533,88533,a505,b2895,what do you think about the car?,declan mckenna,Jul 21 2017,what do you think about the car?,declan mckenna,Jul 21 2017
88534,88534,a1803,b2895,the bird & the rifle,lori mckenna,Jul 29 2016,what do you think about the car?,declan mckenna,Jul 21 2017
88535,88535,a508,b2897,raskit,dizzee rascal,Jul 21 2017,raskit,dizzee rascal,Jul 21 2017
88650,88650,a700,b2898,sgt. pepper's lonely hearts club band [50th anniversary edition deluxe version],the beatles,May 26 2017,sacred hearts club,foster the people,Jul 21 2017
88780,88780,a906,b2898,sacred,the obsessed,Apr 7 2017,sacred hearts club,foster the people,Jul 21 2017
88839,88839,a502,b2898,sacred hearts club,foster the people,Jul 21 2017,sacred hearts club,foster the people,Jul 21 2017
88860,88860,a507,b2900,lust for life,lana del rey,Jul 21 2017,lust for life,lana del rey,Jul 21 2017
88862,88862,a499,b2902,goodnight rhonda lee,nicole atkins,Jul 21 2017,goodnight rhonda lee,nicole atkins,Jul 21 2017
88864,88864,a495,b2903,add violence [ep],nine inch nails,Jul 21 2017,add violence,nine inch nails,Jul 21 2017
89150,89150,a445,b2906,boy in a well,the yawpers,Aug 18 2017,flower boy,"tyler, the creator",Jul 21 2017
89180,89180,a511,b2906,flower boy,"tyler, the creator",Jul 21 2017,flower boy,"tyler, the creator",Jul 21 2017
89190,89190,a475,b2909,paranormal,alice cooper,Jul 28 2017,paranormal,alice cooper,Jul 28 2017
89192,89192,a474,b2910,everything now,arcade fire,Jul 28 2017,everything now,arcade fire,Jul 28 2017
89389,89389,a317,b2911,brand new abyss,the blow,Sep 22 2017,new facts emerge,the fall,Jul 28 2017
89453,89453,a930,b2911,brand new day,the mavericks,Mar 31 2017,new facts emerge,the fall,Jul 28 2017
89480,89480,a473,b2911,new facts emerge,the fall,Jul 28 2017,new facts emerge,the fall,Jul 28 2017
89523,89523,a369,b2913,all the light above it too,jack johnson,Sep 8 2017,all i ever see in you is me,jillette johnson,Jul 28 2017
89527,89527,a916,b2915,tribute to ndiouga dieng,orchestra baobab,Mar 31 2017,a black mile to the surface,manchester orchestra,Jul 28 2017
89529,89529,a476,b2915,a black mile to the surface,manchester orchestra,Jul 28 2017,a black mile to the surface,manchester orchestra,Jul 28 2017
89534,89534,a480,b2919,the autobiography,vic mensa,Jul 28 2017,the autobiography,vic mensa,Jul 28 2017
89535,89535,a469,b2920,the rise of chaos,accept,Aug 4 2017,the rise of chaos,accept,Aug 4 2017
89543,89543,a471,b2929,purgatory,tyler childers,Aug 4 2017,purgatory,tyler childers,Aug 4 2017
89624,89624,a632,b2933,best of crime rock,chain & the gang,Jun 16 2017,24-7 rock star shit,the cribs,Aug 11 2017
89828,89828,a454,b2933,24-7 rockstar shit,the cribs,Aug 11 2017,24-7 rock star shit,the cribs,Aug 11 2017
89860,89860,a450,b2936,rainbow,kesha,Aug 11 2017,rainbow,kesha,Aug 11 2017
89867,89867,a1070,b2941,children of alice,children of alice,Feb 24 2017,alice glass,alice glass,Aug 18 2017
89868,89868,a787,b2941,world spirituality classics 1: the ecstatic music of alice coltrane turiyasangitananda,alice coltrane,May 5 2017,alice glass,alice glass,Aug 18 2017
89883,89883,a438,b2942,not dark yet,shelby lynne,Aug 18 2017,not dark yet,allison moorer and shelby lynne,Aug 18 2017
89895,89895,a413,b2943,still striving [mixtape],a$ap ferg,Aug 25 2017,still striving,asap ferg,Aug 18 2017
89900,89900,a432,b2944,science fiction,brand new,Aug 19 2017,science fiction,brand new,Aug 18 2017
89905,89905,a434,b2946,painted ruins,grizzly bear,Aug 18 2017,painted ruins,grizzly bear,Aug 18 2017
89931,89931,a436,b2950,to the bone,steven wilson,Aug 18 2017,to the bone,steven wilson,Aug 18 2017
89941,89941,a416,b2952,blue chips 7000,action bronson,Aug 25 2017,blue chips 7000,action bronson,Aug 25 2017
89942,89942,a417,b2953,"cozy tapes, vol. 2: too cozy",a$ap mob,Aug 25 2017,cozy tapes vol. 2: too cozy,asap mob,Aug 25 2017
89945,89945,a16,b2955,saturation iii,brockhampton,Dec 15 2017,saturation ii,brockhampton,Aug 25 2017
89953,89953,a402,b2957,exile in the outer ring,ema,Aug 25 2017,exile in the outer ring,ema,Aug 25 2017
89955,89955,a415,b2958,fifth harmony,fifth harmony,Aug 25 2017,fifth harmony,fifth harmony,Aug 25 2017
89957,89957,a428,b2959,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
89971,89971,a534,b2959,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90001,90001,a70,b2959,soul of a woman,sharon jones & the dap-kings,Nov 17 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90004,90004,a74,b2959,ascending a mountain of heavy light,the body,Nov 17 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90039,90039,a632,b2959,best of crime rock,chain & the gang,Jun 16 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90076,90076,a1719,b2959,one day all of this won't matter any more,slow club,Aug 19 2016,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90077,90077,a696,b2959,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90079,90079,a698,b2959,a  world of masks,the heliocentrics,May 26 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90087,90087,a1735,b2959,of monkees & men,the minus 5,Aug 19 2016,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90089,90089,a202,b2959,queens of the breakers,the barr brothers,Oct 13 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90095,90095,a212,b2959,sketches of brunswick east,king gizzard & the lizard wizard,Oct 13 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90131,90131,a1751,b2959,home of the strange,young the giant,Aug 12 2016,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90139,90139,a786,b2959,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90144,90144,a283,b2959,music for the age of miracles,the clientele,Sep 22 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90174,90174,a331,b2959,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90198,90198,a367,b2959,out of all this blue,the waterboys,Sep 8 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90209,90209,a897,b2959,more scared of you than you are of me,the smith street band,Apr 7 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90210,90210,a388,b2959,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90211,90211,a389,b2959,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90232,90232,a582,b2959,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90247,90247,a947,b2959,the ghost of hope,the residents,Mar 24 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90269,90269,a478,b2959,power of peace,the isley brothers,Jul 28 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90282,90282,a2900,b2959,evermore: the art of duality,the underachievers,Sep 25 2015,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
90309,90309,a31,b2963,you might be smiling now,the just joans,Dec 8 2017,be here now,the mynabirds,Aug 25 2017
90393,90393,a2890,b2963,from here,stick in the wheel,Sep 25 2015,be here now,the mynabirds,Aug 25 2017
90519,90519,a373,b2963,how did i find myself here?,the dream syndicate,Sep 8 2017,be here now,the mynabirds,Aug 25 2017
90553,90553,a424,b2963,be here now,the mynabirds,Aug 25 2017,be here now,the mynabirds,Aug 25 2017
90602,90602,a396,b2964,orc,oh sees,Aug 25 2017,orc,oh sees,Aug 25 2017
90604,90604,a409,b2966,"all we know of heaven, all we need of hell",pvris,Aug 25 2017,"all we know of heaven, all we need of hell",pvris,Aug 25 2017
90875,90875,a401,b2967,villains,queens of the stone age,Aug 25 2017,villains,queens of the stone age,Aug 25 2017
90986,90986,a74,b2969,ascending a mountain of heavy light,the body,Nov 17 2017,a deeper understanding,the war on drugs,Aug 25 2017
91011,91011,a1136,b2969,a big bad beautiful noise,the godfathers,Feb 10 2017,a deeper understanding,the war on drugs,Aug 25 2017
91052,91052,a698,b2969,a  world of masks,the heliocentrics,May 26 2017,a deeper understanding,the war on drugs,Aug 25 2017
